# queens10_cut 1 0 1
#
0.5 0
# Delphi_Machine 1198770
1 0
1 1198.770
2 1198.770
2 0
# PrologPF_in_Prolog 197956
3 0
3 197.956
4 197.956
4 0
# PrologPF_in_C 46497
5 0
5 46.497
6 46.497
6 0
# wamcc 38978
7 0
7 38.978
8 38.978
8 0
# sicstus_compactcode 91490
9  0
9  91.490
10 91.490
10 0
11 0
