0.5 0
# Delphi_Machine 2824670
1 0
1 2824.670
2 2824.670
2 0
# PrologPF_in_Prolog 1041660
3 0
3 1041.660
4 1041.660
4 0
# PrologPF_in_C 445959
5 0
5 445.959
6 445.959
6 0
# wamcc 410908
7 0
7 410.908
8 410.908
8 0
# sicstus_compactcode 340885
9  0
9  340.885
10 340.885
10 0
11 0
