	3	33	1113
	6	33	747
	9	33	629
	12	33	570
	15	33	504
	18	33	473
	21	33	453
	24	33	449
	27	33	438
	30	33	422
	3	36	1301
	6	36	906
	9	36	757
	12	36	723
	15	36	700
	18	36	660
	21	36	633
	24	36	602
	27	36	582
	30	36	574
