queens10_cut_c	3	3	46223
queens10_cut_c	6	3	46219
queens10_cut_c	9	3	46364
queens10_cut_c	12	3	46317
queens10_cut_c	15	3	46649
queens10_cut_c	18	3	46372
queens10_cut_c	21	3	46415
queens10_cut_c	24	3	46306
queens10_cut_c	27	3	46321
queens10_cut_c	30	3	46251
queens10_cut_c	3	6	36841
queens10_cut_c	6	6	32737
queens10_cut_c	9	6	32694
queens10_cut_c	12	6	32654
queens10_cut_c	15	6	32669
queens10_cut_c	18	6	32635
queens10_cut_c	21	6	32764
queens10_cut_c	24	6	32686
queens10_cut_c	27	6	32799
queens10_cut_c	30	6	32623
queens10_cut_c	3	9	28142
queens10_cut_c	6	9	22862
queens10_cut_c	9	9	18795
queens10_cut_c	12	9	18229
queens10_cut_c	15	9	18323
queens10_cut_c	18	9	18245
queens10_cut_c	21	9	18252
queens10_cut_c	24	9	18234
queens10_cut_c	27	9	18280
queens10_cut_c	30	9	18261
queens10_cut_c	3	12	18566
queens10_cut_c	6	12	10226
queens10_cut_c	9	12	8988
queens10_cut_c	12	12	8863
queens10_cut_c	15	12	8195
queens10_cut_c	18	12	6804
queens10_cut_c	21	12	5484
queens10_cut_c	24	12	4832
queens10_cut_c	27	12	4843
queens10_cut_c	30	12	4941
queens10_cut_c	3	15	18109
queens10_cut_c	6	15	11058
queens10_cut_c	9	15	8995
queens10_cut_c	12	15	6784
queens10_cut_c	15	15	8065
queens10_cut_c	18	15	6101
queens10_cut_c	21	15	4754
queens10_cut_c	24	15	5316
queens10_cut_c	27	15	4824
queens10_cut_c	30	15	4870
queens10_cut_c	3	18	16975
queens10_cut_c	6	18	12120
queens10_cut_c	9	18	7823
queens10_cut_c	12	18	7621
queens10_cut_c	15	18	4441
queens10_cut_c	18	18	6030
queens10_cut_c	21	18	4652
queens10_cut_c	24	18	5413
queens10_cut_c	27	18	4422
queens10_cut_c	30	18	3898
queens10_cut_c	3	21	17007
queens10_cut_c	6	21	9164
queens10_cut_c	9	21	6124
queens10_cut_c	12	21	4976
queens10_cut_c	15	21	5245
queens10_cut_c	18	21	3270
queens10_cut_c	21	21	4332
queens10_cut_c	24	21	3402
queens10_cut_c	27	21	3183
queens10_cut_c	30	21	3445
queens10_cut_c	3	24	16261
queens10_cut_c	6	24	8800
queens10_cut_c	9	24	6027
queens10_cut_c	12	24	4777
queens10_cut_c	15	24	4738
queens10_cut_c	18	24	3441
queens10_cut_c	21	24	2961
queens10_cut_c	24	24	2980
queens10_cut_c	27	24	2828
queens10_cut_c	30	24	2907
queens10_cut_c	3	27	16198
queens10_cut_c	6	27	9023
queens10_cut_c	9	27	5883
queens10_cut_c	12	27	5098
queens10_cut_c	15	27	3832
queens10_cut_c	18	27	3348
queens10_cut_c	21	27	3476
queens10_cut_c	24	27	3140
queens10_cut_c	27	27	2434
queens10_cut_c	30	27	2485
queens10_cut_c	3	30	16761
queens10_cut_c	6	30	8659
queens10_cut_c	9	30	6339
queens10_cut_c	12	30	4851
queens10_cut_c	15	30	3988
queens10_cut_c	18	30	3489
queens10_cut_c	21	30	3106
queens10_cut_c	24	30	2785
queens10_cut_c	27	30	2520
queens10_cut_c	30	30	2313
queens10_cut_c	3	33	16944
queens10_cut_c	6	33	9194
queens10_cut_c	9	33	6535
queens10_cut_c	12	33	5117
queens10_cut_c	15	33	4288
queens10_cut_c	18	33	3757
queens10_cut_c	21	33	3297
queens10_cut_c	24	33	2922
queens10_cut_c	27	33	2750
queens10_cut_c	30	33	2660
queens10_cut_c	3	36	18170
queens10_cut_c	6	36	9644
queens10_cut_c	9	36	7230
queens10_cut_c	12	36	5534
queens10_cut_c	15	36	4691
queens10_cut_c	18	36	4355
queens10_cut_c	21	36	3883
queens10_cut_c	24	36	3453
queens10_cut_c	27	36	3191
queens10_cut_c	30	36	3031
