queens8_cut_c	3	3	1887
queens8_cut_c	6	3	1883
queens8_cut_c	9	3	1863
queens8_cut_c	12	3	1860
queens8_cut_c	15	3	1902
queens8_cut_c	18	3	1887
queens8_cut_c	21	3	1878
queens8_cut_c	24	3	1875
queens8_cut_c	27	3	1875
queens8_cut_c	30	3	1895
queens8_cut_c	3	6	1410
queens8_cut_c	6	6	1203
queens8_cut_c	9	6	1206
queens8_cut_c	12	6	1199
queens8_cut_c	15	6	1196
queens8_cut_c	18	6	1203
queens8_cut_c	21	6	1203
queens8_cut_c	24	6	1207
queens8_cut_c	27	6	1192
queens8_cut_c	30	6	1199
queens8_cut_c	3	9	969
queens8_cut_c	6	9	668
queens8_cut_c	9	9	473
queens8_cut_c	12	9	441
queens8_cut_c	15	9	430
queens8_cut_c	18	9	438
queens8_cut_c	21	9	434
queens8_cut_c	24	9	442
queens8_cut_c	27	9	442
queens8_cut_c	30	9	437
queens8_cut_c	3	12	785
queens8_cut_c	6	12	465
queens8_cut_c	9	12	450
queens8_cut_c	12	12	300
queens8_cut_c	15	12	351
queens8_cut_c	18	12	278
queens8_cut_c	21	12	281
queens8_cut_c	24	12	253
queens8_cut_c	27	12	251
queens8_cut_c	30	12	242
queens8_cut_c	3	15	774
queens8_cut_c	6	15	411
queens8_cut_c	9	15	359
queens8_cut_c	12	15	230
queens8_cut_c	15	15	262
queens8_cut_c	18	15	222
queens8_cut_c	21	15	227
queens8_cut_c	24	15	180
queens8_cut_c	27	15	188
queens8_cut_c	30	15	184
queens8_cut_c	3	18	660
queens8_cut_c	6	18	418
queens8_cut_c	9	18	301
queens8_cut_c	12	18	223
queens8_cut_c	15	18	191
queens8_cut_c	18	18	184
queens8_cut_c	21	18	211
queens8_cut_c	24	18	156
queens8_cut_c	27	18	148
queens8_cut_c	30	18	144
queens8_cut_c	3	21	750
queens8_cut_c	6	21	438
queens8_cut_c	9	21	298
queens8_cut_c	12	21	246
queens8_cut_c	15	21	211
queens8_cut_c	18	21	196
queens8_cut_c	21	21	188
queens8_cut_c	24	21	160
queens8_cut_c	27	21	156
queens8_cut_c	30	21	137
queens8_cut_c	3	24	782
queens8_cut_c	6	24	438
queens8_cut_c	9	24	387
queens8_cut_c	12	24	293
queens8_cut_c	15	24	235
queens8_cut_c	18	24	247
queens8_cut_c	21	24	203
queens8_cut_c	24	24	195
queens8_cut_c	27	24	195
queens8_cut_c	30	24	176
queens8_cut_c	3	27	938
queens8_cut_c	6	27	582
queens8_cut_c	9	27	394
queens8_cut_c	12	27	355
queens8_cut_c	15	27	317
queens8_cut_c	18	27	273
queens8_cut_c	21	27	273
queens8_cut_c	24	27	246
queens8_cut_c	27	27	227
queens8_cut_c	30	27	222
queens8_cut_c	3	30	964
queens8_cut_c	6	30	590
queens8_cut_c	9	30	492
queens8_cut_c	12	30	406
queens8_cut_c	15	30	379
queens8_cut_c	18	30	371
queens8_cut_c	21	30	336
queens8_cut_c	24	30	320
queens8_cut_c	27	30	317
queens8_cut_c	30	30	297
queens8_cut_c	3	33	1133
queens8_cut_c	6	33	731
queens8_cut_c	9	33	622
queens8_cut_c	12	33	539
queens8_cut_c	15	33	489
queens8_cut_c	18	33	477
queens8_cut_c	21	33	461
queens8_cut_c	24	33	465
queens8_cut_c	27	33	447
queens8_cut_c	30	33	414
queens8_cut_c	3	36	1305
queens8_cut_c	6	36	910
queens8_cut_c	9	36	773
queens8_cut_c	12	36	711
queens8_cut_c	15	36	668
queens8_cut_c	18	36	675
queens8_cut_c	21	36	633
queens8_cut_c	24	36	617
queens8_cut_c	27	36	602
queens8_cut_c	30	36	586
